gid	sym
103967	Dnm3
11512	Adcy6
11515	Adcy9
11771	Ap2a1
11772	Ap2a2
11773	Ap2m1
11928	Atp1a1
11931	Atp1b1
11932	Atp1b2
11933	Atp1b3
11936	Fxyd2
12062	Bdkrb2
12307	Calb1
12757	Clta
13429	Dnm1
13430	Dnm2
13646	Klk1b22
13648	Klk1b9
13982	Esr1
14682	Gnaq
14683	Gnas
16591	Kl
16612	Klk1
16613	Klk1b11
16616	Klk1b21
16617	Klk1b24
16618	Klk1b26
16622	Klk1b5
16623	Klk1b1
16624	Klk1b8
18050	Klk1b3
18747	Prkaca
18749	Prkacb
18750	Prkca
18751	Prkcb
18752	Prkcg
18795	Plcb1
18796	Plcb2
18797	Plcb3
18798	Plcb4
19228	Pth1r
194352	Trpv5
20541	Slc8a1
22337	Vdr
232910	Ap2s1
232975	Atp1a3
27222	Atp1a4
53869	Rab11a
67300	Cltc
67821	Atp1b4
67972	Atp2b1
71770	Ap2b1
74325	Cltb
98660	Atp1a2
