gid	sym
104110	Adcy4
104111	Adcy3
105242791	LOC105242791
11512	Adcy6
11513	Adcy7
11514	Adcy8
11515	Adcy9
11548	Adra1b
11549	Adra1a
11550	Adra1d
11554	Adrb1
11555	Adrb2
11556	Adrb3
11830	Aqp5
11928	Atp1a1
11931	Atp1b1
11932	Atp1b2
11933	Atp1b3
11936	Fxyd2
11941	Atp2b2
12182	Bst1
12313	Calm1
12314	Calm2
12315	Calm3
12494	Cd38
12671	Chrm3
12796	Camp
12945	Dmbt1
13010	Cst3
14682	Gnaq
14683	Gnas
16438	Itpr1
16439	Itpr2
16440	Itpr3
16531	Kcnma1
16534	Kcnn4
17105	Lyz2
17110	Lyz1
18125	Nos1
18747	Prkaca
18749	Prkacb
18750	Prkca
18751	Prkcb
18752	Prkcg
18795	Plcb1
18796	Plcb2
18797	Plcb3
18798	Plcb4
19091	Prkg1
19092	Prkg2
20192	Ryr3
20496	Slc12a2
20535	Slc4a2
20544	Slc9a1
210044	Adcy2
212989	Best2
22318	Vamp2
224129	Adcy5
232975	Atp1a3
234889	Gucy1a2
239134	Gucy1b2
27222	Atp1a4
320707	Atp2b3
381290	Atp2b4
381833	Prb1
432530	Adcy1
494124	Calm5
54195	Gucy1b3
60596	Gucy1a3
64177	Trpv6
67821	Atp1b4
67972	Atp2b1
70405	Calml3
71395	5430419D17Rik
74180	Muc5b
76113	Lpo
80796	Calm4
98660	Atp1a2
