gid	sym
100039319	Gm14920
100041230	Hist1h4m
100042840	Gm16501
100042922	Gm14483
100042927	Gm14474
100042929	Gm14477
100042931	Gm14476
100042939	Gm14479
100042943	Gm14482
100042944	Gm14478
100042946	Gm14475
100043507	Gm15776
100503710	Gm5741
102641229	LOC102641229
102641276	LOC102641276
102641666	LOC102641666
107435	Hat1
109648	Npy
109731	Maob
109880	Braf
110157	Raf1
110877	Slc18a1
11540	Adora2a
11541	Adora2b
11836	Araf
11909	Atf2
11911	Atf4
12064	Bdnf
12313	Calm1
12314	Calm2
12315	Calm3
12326	Camk4
12912	Creb1
12913	Creb3
12915	Atf6b
12918	Crh
13162	Slc6a3
13195	Ddc
13488	Drd1
13489	Drd2
14282	Fosb
14677	Gnai1
14678	Gnai2
14679	Gnai3
14681	Gnao1
14683	Gnas
14688	Gnb1
14693	Gnb2
14695	Gnb3
14696	Gnb4
14697	Gnb5
14699	Gngt1
14700	Gng10
14701	Gng12
14702	Gng2
14704	Gng3
14706	Gng4
14707	Gng5
14708	Gng7
14709	Gng8
14710	Gngt2
14784	Grb2
14810	Grin1
14811	Grin2a
14812	Grin2b
14813	Grin2c
14814	Grin2d
15077	Hist2h3c1
15078	H3f3a
15081	H3f3b
15182	Hdac2
15183	Hdac3
15184	Hdac5
15185	Hdac6
15267	Hist2h2aa1
15270	H2afx
15461	Hras
16653	Kras
170483	Grin3b
170787	Hdac10
17161	Maoa
18176	Nras
18212	Ntrk2
18610	Pdyn
18747	Prkaca
18767	Pkia
19045	Ppp1ca
19046	Ppp1cb
19047	Ppp1cc
19049	Ppp1r1b
20416	Shc1
20418	Shc3
20662	Sos1
20663	Sos2
207565	Camkk2
208647	Creb3l2
208677	Creb3l3
208727	Hdac4
214084	Slc18a2
216148	Shc2
21823	Th
224129	Adcy5
231991	Creb5
232232	Hdac11
232440	H2afj
236663	Gm4906
242443	Grin3a
260423	Hist1h3f
26395	Map2k1
26413	Mapk1
26417	Mapk3
26427	Creb3l1
26914	H2afy
271849	Shc4
319148	Hist1h3c
319149	Hist1h3d
319150	Hist1h3b
319151	Hist1h3e
319152	Hist1h3h
319153	Hist1h3i
319154	Hist2h3b
319155	Hist1h4c
319156	Hist1h4d
319157	Hist1h4f
319158	Hist1h4i
319159	Hist1h4j
319160	Hist1h4k
319161	Hist1h4n
319162	Hist3h2a
319163	Hist1h2aa
319164	Hist1h2ac
319165	Hist1h2ad
319166	Hist1h2ae
319167	Hist1h2ag
319168	Hist1h2ah
319169	Hist1h2ak
319170	Hist1h2an
319171	Hist1h2ap
319172	Hist1h2ab
319173	Hist1h2af
319176	Hist2h2ac
319177	Hist1h2ba
319178	Hist1h2bb
319179	Hist1h2be
319180	Hist1h2bf
319181	Hist1h2bg
319182	Hist1h2bh
319183	Hist1h2bj
319184	Hist1h2bk
319185	Hist1h2bl
319186	Hist1h2bm
319187	Hist1h2bn
319188	Hist1h2bp
319189	Hist2h2bb
319190	Hist2h2be
319191	Hist1h2ai
319192	Hist2h2aa2
320332	Hist4h4
326619	Hist1h4a
326620	Hist1h4b
333452	Gm5132
360198	Hist1h3a
385328	Gm5382
404634	H2afy2
433759	Hdac1
434233	Gm5601
494124	Calm5
51788	H2afz
544973	Gm10257
547154	Gm14501
547160	Gm14484
547210	Gm6026
55984	Camkk1
56233	Hdac7
621893	Hist2h2ab
624153	H2afb2
624957	H2afb3
625328	H3f3c
626150	Gm12271
63959	Slc29a1
64337	Gng13
66066	Gng11
665433	Hist1h2ao
665596	Hist1h2bq
665622	Hist1h2br
667250	Gm12657
667728	Hist1h2al
68024	Hist1h2bc
68231	H2afb1
69382	1700024P04Rik
69386	Hist1h4h
69389	H2bfm
70315	Hdac8
70405	Calml3
76383	1700012L04Rik
77605	H2afv
78284	Creb3l4
78303	Hist3h2ba
79221	Hdac9
80796	Calm4
97114	Hist2h3c2
97122	Hist2h4
97908	Hist1h3g
