gid	sym
100328588	Gm21948
100470	Lao1
104776	Aldh6a1
110446	Acat1
110460	Acat2
110695	Aldh7a1
110821	Pcca
11364	Acadm
113868	Acaa1a
11409	Acads
11669	Aldh2
11671	Aldh3a2
11761	Aox1
11992	Auh
12035	Bcat1
12036	Bcat2
12039	Bckdha
12040	Bckdhb
13171	Dbt
13382	Dld
14204	Il4i1
15107	Hadh
15108	Hsd17b10
15356	Hmgcl
15360	Hmgcs2
17850	Mut
208715	Hmgcs1
208982	Hmgcll1
213043	Aox2
227095	Hibch
231086	Hadhb
235674	Acaa1b
257633	Acsf3
268782	Agxt2
268860	Abat
353371	Oxct2b
52538	Acaa2
56357	Ivd
56752	Aldh9a1
58875	Hibadh
64059	Oxct2a
66885	Acadsb
66904	Pccb
66948	Acad8
67041	Oxct1
71724	Aox3
71872	Aox4
72039	Mccc1
72535	Aldh1b1
73724	Mcee
73988	4930438A08Rik
74147	Ehhadh
78038	Mccc2
78894	Aacs
93747	Echs1
97212	Hadha
