gid	sym
100043507	Gm15776
100503710	Gm5741
102641276	LOC102641276
104110	Adcy4
104111	Adcy3
109689	Arrb1
110355	Adrbk1
110385	Pde4c
110886	Gabra5
11512	Adcy6
11513	Adcy7
11514	Adcy8
11515	Adcy9
11539	Adora1
12286	Cacna1a
12287	Cacna1b
13488	Drd1
14394	Gabra1
14395	Gabra2
14396	Gabra3
14397	Gabra4
14399	Gabra6
14400	Gabrb1
14401	Gabrb2
14402	Gabrb3
14403	Gabrd
14404	Gabre
14405	Gabrg1
14406	Gabrg2
14407	Gabrg3
14408	Gabrr1
14409	Gabrr2
14677	Gnai1
14678	Gnai2
14679	Gnai3
14681	Gnao1
14683	Gnas
14688	Gnb1
14693	Gnb2
14695	Gnb3
14696	Gnb4
14697	Gnb5
14699	Gngt1
14700	Gng10
14701	Gng12
14702	Gng2
14704	Gng3
14706	Gng4
14707	Gng5
14708	Gng7
14709	Gng8
14710	Gngt2
14772	Grk4
14773	Grk5
16519	Kcnj3
16521	Kcnj5
16522	Kcnj6
16524	Kcnj9
18390	Oprm1
18573	Pde1a
18574	Pde1b
18575	Pde1c
18576	Pde3b
18577	Pde4a
18578	Pde4b
18583	Pde7a
18584	Pde8a
18747	Prkaca
18749	Prkacb
18750	Prkca
18751	Prkcb
18752	Prkcg
207728	Pde2a
210044	Adcy2
216643	Gabrp
216869	Arrb2
218461	Pde8b
22348	Slc32a1
224129	Adcy5
238871	Pde4d
23984	Pde10a
241489	Pde11a
242425	Gabbr2
26385	Grk6
29863	Pde7b
320129	Adrbk2
328699	Gabrr3
432530	Adcy1
54393	Gabbr1
54611	Pde3a
57249	Gabrq
64337	Gng13
66066	Gng11
