gid	sym
102643267	LOC102643267
107239	Carns1
109731	Maob
110695	Aldh7a1
11669	Aldh2
11671	Aldh3a2
11702	Amd1
11846	Arg1
11847	Arg2
12709	Ckb
12715	Ckm
12716	Ckmt1
13142	Dao
14431	Gamt
14718	Got1
14719	Got2
17161	Maoa
18125	Nos1
18126	Nos2
18127	Nos3
18242	Oat
18263	Odc1
18451	P4ha1
18452	P4ha2
19125	Prodh
20229	Sat1
20603	Sms
20810	Srm
209027	Pycr1
212647	Aldh4a1
228608	Smox
242669	Azin2
320452	P4ha3
338403	Cndp1
56189	Prodh2
56454	Aldh18a1
56752	Aldh9a1
66054	Cndp2
66194	Pycrl
66988	Lap3
67092	Gatm
671878	Gm14680
67217	L3hypdh
67432	Hoga1
69051	Pycr2
69215	Sat2
72535	Aldh1b1
75986	Agmat
76507	Aoc1
76722	Ckmt2
