gid	sym
100042025	Gapdh-ps15
103988	Gck
106557	Ldhal6b
110695	Aldh7a1
11522	Adh1
11529	Adh7
11532	Adh5
11669	Aldh2
11670	Aldh3a1
11671	Aldh3a2
11674	Aldoa
11676	Aldoc
12183	Bpgm
13382	Dld
13806	Eno1
13807	Eno2
13808	Eno3
14120	Fbp2
14121	Fbp1
14377	G6pc
14378	G6pc2
14433	Gapdh
14447	Gapdhs
14751	Gpi1
15275	Hk1
15277	Hk2
16828	Ldha
16832	Ldhb
16833	Ldhc
17330	Minpp1
18534	Pck1
18597	Pdha1
18598	Pdha2
18641	Pfkl
18642	Pfkm
18648	Pgam1
18655	Pgk1
18663	Pgk2
18746	Pkm
18770	Pklr
212032	Hk3
216019	Hkdc1
21991	Tpi1
230163	Aldob
235339	Dlat
26876	Adh4
319625	Galm
353204	Aldoart1
433182	Eno1b
56012	Pgam2
56421	Pfkp
56752	Aldh9a1
56847	Aldh1a3
58810	Akr1a1
60525	Acss2
621603	Aldh3b2
66681	Pgm1
67689	Aldh3b1
68263	Pdhb
68401	G6pc3
68738	Acss1
72141	Adpgk
72157	Pgm2
72535	Aldh1b1
73458	Aldh3b3
74551	Pck2
