gid	sym
100043674	Gm9840
102642920	LOC102642920
103583	Fbxw11
104110	Adcy4
104111	Adcy3
105988	Espl1
107995	Cdc20
108058	Camk2d
110651	Rps6ka3
114875	Plcz1
11512	Adcy6
11513	Adcy7
11514	Adcy8
11515	Adcy9
11835	Ar
12234	Btrc
12235	Bub1
12313	Calm1
12314	Calm2
12315	Calm3
12322	Camk2a
12323	Camk2b
12325	Camk2g
12442	Ccnb2
12447	Ccne1
12448	Ccne2
12532	Cdc25c
12534	Cdk1
12566	Cdk2
12877	Cpeb1
13006	Smc3
140557	Smc1b
16000	Igf1
16001	Igf1r
16333	Ins1
16334	Ins2
16438	Itpr1
16439	Itpr2
16440	Itpr3
17222	Anapc1
17451	Mos
18667	Pgr
18747	Prkaca
18749	Prkacb
18817	Plk1
19045	Ppp1ca
19046	Ppp1cb
19047	Ppp1cc
19052	Ppp2ca
19053	Ppp2cb
19055	Ppp3ca
19056	Ppp3cb
19057	Ppp3cc
19058	Ppp3r1
19059	Ppp3r2
20111	Rps6ka1
20112	Rps6ka2
20874	Slk
20878	Aurka
208922	Cpeb3
210044	Adcy2
21402	Skp1a
217232	Cdc27
21770	Ppp2r5d
224129	Adcy5
225849	Ppp2r5b
22627	Ywhae
22628	Ywhag
22629	Ywhah
22630	Ywhaq
22631	Ywhaz
226849	Ppp2r5a
231207	Cpeb2
24061	Smc1a
241634	Spdye4c
26395	Map2k1
26413	Mapk1
26417	Mapk3
268697	Ccnb1
268930	Pkmyt1
26931	Ppp2r5c
26932	Ppp2r5e
26965	Cul1
29857	Mapk12
30939	Pttg1
330228	Spdye4b
432530	Adcy1
434233	Gm5601
494124	Calm5
50878	Stag3
51792	Ppp2r1a
52206	Anapc4
52563	Cdc23
54401	Ywhab
56150	Mad2l1
56317	Anapc7
56438	Rbx1
56739	Rec8
59008	Anapc5
66156	Anapc11
66440	Cdc26
67071	Rps6ka6
67141	Fbxo5
67579	Cpeb4
68999	Anapc10
69010	Anapc13
69957	Cdc16
70405	Calml3
70891	Spdya
71890	Mad2l2
72415	Sgol1
73699	Ppp2r1b
74673	Spdye4a
78803	Fbxo43
80796	Calm4
99152	Anapc2
