gid	sym
104111	Adcy3
110350	Dync2h1
11512	Adcy6
11515	Adcy9
11827	Aqp2
11828	Aqp3
11829	Aqp4
11857	Arhgdib
11998	Avp
12000	Avpr2
12912	Creb1
12913	Creb3
13191	Dctn1
13424	Dync1h1
13426	Dync1i1
13427	Dync1i2
14570	Arhgdig
14683	Gnas
18195	Nsf
18747	Prkaca
18749	Prkacb
192662	Arhgdia
19326	Rab11b
19344	Rab5b
19345	Rab5c
208647	Creb3l2
208677	Creb3l3
20909	Stx4a
213575	Dync2li1
22318	Vamp2
22428	Dctn6
231991	Creb5
234663	Dync1li2
235661	Dync1li1
26427	Creb3l1
271457	Rab5a
53869	Rab11a
56455	Dynll1
59288	Dctn5
67665	Dctn4
68097	Dynll2
69654	Dctn2
78284	Creb3l4
