gid	sym
11605	Gla
11883	Arsa
11886	Asah1
12091	Glb1
13244	Degs1
14420	Galc
14466	Gba
171168	Acer1
18010	Neu1
19012	Plpp1
20397	Sgpl1
20597	Smpd1
20598	Smpd2
20698	Sphk1
20773	Sptlc2
208449	Sgms1
22234	Ugcg
22239	Ugt8a
223753	Cerk
228677	Sptlc3
230101	Gba2
230379	Acer2
238011	Enpp7
23956	Neu2
241159	Neu4
241447	Cers6
268656	Sptlc1
433323	Sgpp2
50784	Plpp2
50877	Neu3
53897	Gal3st1
54447	Asah2
545975	Cers3
56386	B4galt6
56632	Sphk2
58994	Smpd3
619326	9130409I23Rik
66190	Acer3
67260	Cers4
67916	Plpp3
70059	Degs2
70750	Kdsr
71949	Cers5
74442	Sgms2
76893	Cers2
77626	Smpd4
81535	Sgpp1
93898	Cers1
