gid	sym
103988	Gck
107652	Uap1
109754	Cyb5r3
109785	Pgm3
110119	Mpi
12763	Cmah
12764	Cmas
14430	Galt
14583	Gfpt1
14584	Gfpt2
14635	Galk1
14751	Gpi1
15211	Hexa
15212	Hexb
15275	Hk1
15277	Hk2
19703	Renbp
212032	Hk3
216019	Hkdc1
216558	Ugp2
218138	Gmds
22122	Tsta3
22235	Ugdh
227620	Uap1l1
230582	Cyb5rl
234730	Fuk
245847	Amdhd2
26384	Gnpda1
266690	Cyb5r4
29858	Pmm1
320635	Cyb5r2
331026	Gmppb
50798	Gne
54128	Pmm2
54342	Gnpnat1
56174	Nagk
66681	Pgm1
67311	Nanp
67883	Uxs1
67980	Gnpda2
69080	Gmppa
71884	Chit1
72017	Cyb5r1
72157	Pgm2
74091	Npl
74246	Gale
75540	Fpgt
81600	Chia1
94181	Nans
