gid	sym
100559	Ugt2b38
100727	Ugt2b34
102022	Ces2a
103149	Upb1
104158	Ces1d
110006	Gusb
112417	Ugt2b37
13884	Ces1c
13897	Ces1e
15452	Hprt
16434	Itpa
17960	Nat1
17961	Nat2
17962	Nat3
21877	Tk1
22017	Tpmt
22236	Ugt1a2
22238	Ugt2b5
22245	Uck1
22247	Umps
22271	Upp1
22436	Xdh
229363	Gmps
231396	Ugt2b36
234669	Ces2b
234671	Ces2c
234673	Ces2e
23917	Impdh1
23918	Impdh2
243085	Ugt2b35
394430	Ugt1a10
394432	Ugt1a7c
394433	Ugt1a5
394434	Ugt1a9
394435	Ugt1a6b
394436	Ugt1a1
436059	Ces2h
552899	Ugt2a2
57813	Tk2
64705	Dpys
68556	Uckl1
71773	Ugt2b1
72094	Ugt2a3
72269	Cda
72361	Ces2g
72962	Tymp
76654	Upp2
80914	Uck2
94215	Ugt2a1
94284	Ugt1a6a
99586	Dpyd
