gid	sym
102436	Lars2
104458	Rars
105148	Iars
107045	Lars
107271	Yars
107508	Eprs
109093	Rars2
110960	Tars
15115	Hars
17726	TrnA
17727	TrnC
17728	TrnD
17729	TrnE
17730	TrnF
17731	TrnG
17732	TrnH
17733	TrnI
17734	TrnK
17735	TrnL1
17736	TrnL2
17737	TrnM
17738	TrnN
17739	TrnP
17740	TrnQ
17741	TrnR
17742	TrnS1
17743	TrnS2
17744	TrnT
17745	TrnV
17746	TrnW
17747	TrnY
20226	Sars
211006	Sepsecs
212679	Mars2
214580	Pstk
216443	Mars
22321	Vars
22375	Wars
224805	Aars2
226414	Dars
226539	Dars2
229487	Gatb
230577	Pars2
234734	Aars
23874	Farsb
244141	Nars2
272396	Tarsl2
27267	Cars
353172	Gars
381314	Iars2
384281	Gatc
66590	Farsa
67417	Ears2
68915	Vars2
69606	Mtfmt
69955	Fars2
70120	Yars2
70223	Nars
70560	Wars2
70791	Hars2
71807	Tars2
71941	Cars2
71984	Sars2
76563	Qrsl1
85305	Kars
97541	Qars
