gid	sym
100041273	Gm3244
100042503	Gm3873
100101919	Dnah7c
100862456	LOC100862456
102641086	LOC102641086
102641315	LOC102641315
102641347	LOC102641347
102641600	LOC102641600
102641678	LOC102641678
102642884	LOC102642884
104130	Ndufb11
105000	Dnal1
105675	Ppif
108071	Grm5
110082	Dnah5
110083	Dnah12
110084	Dnah1
110323	Cox6b1
11739	Slc25a4
11740	Slc25a5
11771	Ap2a1
11772	Ap2a2
11773	Ap2m1
11783	Apaf1
11946	Atp5a1
11947	Atp5b
11949	Atp5c1
11950	Atp5f1
11951	Atp5g1
11957	Atp5j
12028	Bax
12064	Bdnf
12367	Casp3
12370	Casp8
12371	Casp9
12757	Clta
12857	Cox4i1
12858	Cox5a
12859	Cox5b
12861	Cox6a1
12862	Cox6a2
12864	Cox6c
12865	Cox7a1
12866	Cox7a2
12867	Cox7c
12868	Cox8a
12869	Cox8b
12912	Creb1
12913	Creb3
12914	Crebbp
13063	Cycs
13067	Cyct
13191	Dctn1
13385	Dlg4
13411	Dnah11
13417	Dnah8
14682	Gnaq
14775	Gpx1
14810	Grin1
14812	Grin2b
15114	Hap1
15182	Hdac2
15194	Htt
16438	Itpr1
170770	Bbc3
17705	ATP6
17706	ATP8
17708	COX1
17709	COX2
17710	COX3
17711	CYTB
17991	Ndufa2
17992	Ndufa4
17993	Ndufs4
17995	Ndufv1
18181	Nrf1
18795	Plcb1
18796	Plcb2
18797	Plcb3
18798	Plcb4
19016	Pparg
19017	Ppargc1a
19712	Rest
20020	Polr2a
20021	Polr2c
20022	Polr2j
20463	Cox7a2l
20466	Sin3a
20655	Sod1
20656	Sod2
20683	Sp1
208647	Creb3l2
208677	Creb3l3
21374	Tbp
215114	Hip1
21780	Tfam
217864	Rcor1
21817	Tgm2
22059	Trp53
22227	Ucp1
22272	Uqcrq
22273	Uqcrc1
22333	Vdac1
22334	Vdac2
22335	Vdac3
225887	Ndufs8
226646	Ndufs2
227058	Dnah7b
227197	Ndufs1
227606	Tbpl2
228033	Atp5g3
228980	Taf4
230075	Ndufb6
231329	Polr2b
231991	Creb5
232910	Ap2s1
237336	Tbpl1
237806	Dnah9
239760	Gm4943
240960	Dnah14
245841	Polr2h
26427	Creb3l1
28080	Atp5o
327954	Dnah2
328572	Ep300
330355	Dnah6
333182	Cox6b2
381917	Dnah3
407785	Ndufs6
407790	Ndufa4l2
432611	Dnaic2
433759	Hdac1
54152	Dnal4
54405	Ndufa1
56087	Dnah10
595136	Ndufs5
627872	Dnah7a
66043	Atp5d
66046	Ndufb5
66052	Sdhc
66091	Ndufa3
66108	Ndufa9
66142	Cox7b
66152	Uqcr10
66218	Ndufb9
66377	Ndufc1
66414	Ndufa12
66416	Ndufa7
66420	Polr2e
66445	Cyc1
66491	Polr2l
66495	Ndufb3
66576	Uqcrh
66594	Uqcr11
66694	Uqcrfs1
66916	Ndufb7
66925	Sdhd
66945	Sdha
67003	Uqcrc2
67126	Atp5e
67130	Ndufa6
67184	Ndufa13
67264	Ndufb8
67273	Ndufa10
67300	Cltc
67530	Uqcrb
67665	Dctn4
67680	Sdhb
67710	Polr2g
67942	Atp5g2
68194	Ndufb4
68197	Ndufc2
68198	Ndufb2
68202	Ndufa5
68342	Ndufb10
68349	Ndufs3
68375	Ndufa8
68922	Dnaic1
69241	Polr2d
69654	Dctn2
69833	Polr2f
69875	Ndufa11
69920	Polr2i
69926	Dnah17
70316	Ndufab1
71679	Atp5h
71770	Ap2b1
72504	Taf4b
72900	Ndufv2
73333	Slc25a31
73916	Ift57
74325	Cltb
75406	Ndufs7
75483	Cox8c
75563	Dnali1
78174	Cox7b2
78284	Creb3l4
78330	Ndufv3
84682	Cox4i2
