gid	sym
11303	Abca1
11304	Abca4
11305	Abca2
11306	Abcb7
11307	Abcg1
11666	Abcd1
12638	Cftr
12780	Abcc2
17250	Abcc1
18669	Abcb1b
18670	Abcb4
18671	Abcb1a
192663	Abcg4
19299	Abcd3
19300	Abcd4
20927	Abcc8
20928	Abcc9
21354	Tap1
21355	Tap2
217258	Abca8a
217262	Abca9
217265	Abca5
224814	Abcc10
239273	Abcc4
244562	Abcc12
26357	Abcg2
268379	Abca13
26874	Abcd2
27403	Abca7
27404	Abca8b
27405	Abcg3
27409	Abcg5
27410	Abca3
27413	Abcb11
27416	Abcc5
27421	Abcc6
381072	Abca17
56199	Abcb10
56325	Abcb9
67470	Abcg8
74104	Abcb6
74591	Abca12
74610	Abcb8
76184	Abca6
76408	Abcc3
77706	Abcb5
