gid	sym
103967	Dnm3
11461	Actb
11465	Actg1
11848	Rhoa
11867	Arpc1b
12385	Ctnna1
12386	Ctnna2
12387	Ctnnb1
12389	Cav1
12390	Cav2
12391	Cav3
12402	Cbl
12488	Cd2ap
12540	Cdc42
12550	Cdh1
12757	Clta
12927	Bcar1
12928	Crk
12929	Crkl
13043	Cttn
13429	Dnm1
13430	Dnm2
140579	Elmo2
140580	Elmo1
14083	Ptk2
14268	Fn1
14388	Gab1
15163	Hcls1
16202	Ilk
16402	Itga5
16412	Itgb1
17295	Met
18000	Sept2
18706	Pik3ca
18707	Pik3cd
18708	Pik3r1
18709	Pik3r2
18710	Pik3r3
19303	Pxn
19353	Rac1
20362	Sept8
20416	Shc1
20418	Shc3
20779	Src
208650	Cblb
216033	Ctnna3
216148	Shc2
22330	Vcl
22376	Was
234683	Elmo3
24050	Sept3
242687	Wasf2
271849	Shc4
30955	Pik3cg
320207	Pik3r5
330662	Dock1
52398	Sept11
53860	Sept9
54204	Sept1
56212	Rhog
56378	Arpc3
56443	Arpc1a
56526	Sept6
622434	Arhgef26
67300	Cltc
67653	4930544G11Rik
67771	Arpc5
68089	Arpc4
71089	Sept12
71890	Mad2l2
73178	Wasl
74192	Arpc5l
74325	Cltb
74769	Pik3cb
76709	Arpc2
78514	Arhgap10
80794	Cblc
83767	Wasf1
